HNRNPA3
POLDIP3
RICTOR
EIF3A
TOE1
STT3A
YTHDC2
CCT5
TMOD1
SLC3A2
EXOSC3
RBM27
PYCR1
MOV10
ADAR
SYNCRIP
UBE2M
ZMYM4
LCP1
ILKAP
GIT1
CRYBG3
EIF2B5
FLII
IPO9
NACA
KIF11
RAF1
CPEB4
SRP14
ESYT1
RBM33
MAVS
CORO1C
WDR77
TBC1D15
NCAPD3
GTPBP1
PRRC2C
CNOT3
SERPINH1
SART3
KDM3B
RRP8
RANBP2
SURF4
TELO2
SMCHD1
ANKHD1
CAPZB
ABL1
RAI14
NPM3
MACF1
TWF2
HSPA4
CAPZA2
SMN1
SNX2
TARDBP
FASTKD5
TPX2
CSNK2A2
ATP13A1
AGO3
IQGAP1
MAP1B
REXO4
DYNLL1
STAU1
RTN4
CNOT1
MCM3
DDX1
TMOD3
EPB41L2
FAM120A
EIF4ENIF1
PTPN23
PHF3
AHNAK
THOC7
TLN1
GEMIN2
PRDX6
DIS3
TOP3B
GEMIN4
STAT1
U2SURP
RPRD2
ACLY
PDLIM5
ANLN
IGF2BP3
ZNF598
BMS1
XRN1
SHMT2
HDLBP
ZC3H4
PCBP1
SCAF8
NUP85
FLNB
ZMPSTE24
CLP1
FLNA
SIPA1L3
EZR
PPAN
SAFB2
TOMM40
TJP1
AIMP1
STAU2
TRIM25
MDC1
TIMM50
CTTN
MTA2
TRMT1L
HDAC2
COPA
NCAPD2
SF3B1
ZFR
PLRG1
LASP1
DDX52
CDKN2AIP
PCF11
CDC73
NCL
PSMD5
ZNF318
TAGLN2
XPO1
TUBA1C
TJP2
RUFY1
ARHGEF2
STRAP
GRWD1
ZCCHC8
NIFK
TPM3
CKAP5
ZC3H11A
WDHD1
ZNF638
SMC1A
MRPS27
LUZP1
EXOSC8
EIF2AK2
GTF3C3
STIP1
NUP107
EEF1G
RBM4
PRPF3
DHX9
PDLIM1
LRPPRC
POLRMT
MRPS31
KTN1
LTV1
ATXN2
MAP4
SUGP2
MTIF2
HERC2
DNAJB1
ARHGEF1
SND1
PTCD3
GTF2I
PSMD4
UBAP2
KPNB1
MCM6
NUDC
MYCBP2
TNKS1BP1
IDH3B
NXF1
SRP9
PPFIA1
LENG8
SPATA5L1
AP3B1
SMC2
PSMD2
ADD1
BAIAP2
COPB2
PRDX1
NUP205
DBN1
PCNA
CCNT1
COPB1
DYNC1H1
CCAR2
HSPH1
NUP93
RPL10A
ILF3
EXOSC10
DDX27
NUP62
FASN
SPTAN1
ZC3H14
XRN2
YTHDF2
EDC4
RUVBL2
CSDE1
MYO18A
NVL
EIF3D
ANKRD17
PRPF31
CELF1
VCPIP1
NOL9
TRIM28
CNN2
PUM1
POLDIP3
EIF3A
OTUD4
CLASP2
STT3A
EIF3E
YTHDC2
SLC3A2
RBM27
RBM15
MOV10
LCP1
PRRC2A
SYNCRIP
GIT1
NSUN2
CRYBG3
EIF2B5
FLII
IPO9
NACA
KIF11
ESYT1
SLC25A13
SRP14
RBM33
CORO1C
NCAPD3
WDR3
PRRC2C
SERPINH1
COPZ1
RANBP2
ZNF326
TELO2
CSNK1A1
ABL1
CAPZB
PEX11B
RAI14
NCAPG
MACF1
TWF2
RAB14
CAPZA2
SNX2
TARDBP
TPX2
HELZ
CSNK2A2
COPG2
IQGAP1
RFC5
SLU7
DDX1
TMOD3
GFPT1
PTPN23
AHNAK
THOC7
GEMIN2
PRDX6
PRDX4
MRTO4
EIF3B
STAT1
U2SURP
ANLN
XRN1
SHMT2
PCBP1
NUP85
FLNB
ZMPSTE24
CLP1
FLNA
PURA
EZR
PPAN
SAFB2
TJP1
TRIM25
TIMM50
CTTN
TRMT1L
HDAC2
COPA
NCAPD2
SF3B1
NAV1
LASP1
DDX52
CDKN2AIP
PCF11
NCL
KIF13B
TAGLN2
PSMD11
TUBA1C
MTOR
BCR
GRWD1
ZCCHC8
TPM3
CKAP5
ZC3H11A
ZNF638
CACYBP
MRPS27
PPP6R3
EXOSC8
STIP1
GOT2
DHX9
LRPPRC
PDLIM1
POLRMT
INTS12
LTV1
PYGL
MAP4
ARHGEF1
CTNND1
UBAP2
MCM6
RPS19BP1
TNKS1BP1
IDH3B
SRP9
PPFIA1
LENG8
SMC2
ADD1
BAIAP2
NUP205
PCNA
DYNC1H1
COPB1
EIF2S2
NUP93
RPL10A
EXOSC10
DDX27
FASN
DHX16
MYO18A
EIF3D
ANKRD17
CELF1
VCPIP1
SNRNP200
TRIM28
CNN2
EIF4G1
PUM1
POLDIP3
EIF3A
OTUD4
CLASP2
NAA10
EIF3E
PRPF38B
SLC3A2
RBM27
PYCR1
RBM15
MOV10
PRRC2A
UBE2M
SYNCRIP
ILKAP
GIT1
NSUN2
CRYBG3
EIF2B5
RBM33
AK1
SLC25A13
TBC1D15
WDR3
MPHOSPH10
GTPBP1
PRRC2C
SERPINH1
SART3
COPZ1
RRP8
RANBP2
ZNF326
SAFB
CSNK1A1
ANKHD1
ZNF668
PEX11B
NCAPG
TWF2
HSPA4
SNX2
DNAJC11
DGCR8
TARDBP
TPX2
HELZ
CSNK2A2
COPG2
AGO3
SLU7
HSPE1
FAM83H
RUVBL1
MCM5
GFPT1
FAM120A
EIF4ENIF1
PTPN23
THOC7
TLN1
BRD7
GEMIN2
PRDX6
PRDX4
DIS3
EIF3B
GLO1
KRI1
U2SURP
ACLY
SSB
ZNF598
XRN1
SHMT2
HDLBP
ASH2L
PCBP1
SCAF8
NUP85
PSMB5
FLNB
CLP1
EZR
PURA
PPAN
SAFB2
AIMP1
STAU2
SF3B6
TRIM25
RALY
TIMM50
COPA
TRMT1L
ZFR
DPP3
DDX52
CDKN2AIP
PCF11
KIF13B
PSMD5
TAGLN2
PSMD11
BCR
RAN
GRWD1
ALDH9A1
ZC3H11A
CDK9
ZNF638
DNM2
CACYBP
MRPS27
EXOSC8
AP2A1
NUP107
EEF1G
GOT2
TMEM165
CDK13
PDLIM1
LRPPRC
MRPS31
LTV1
MAP4
SUGP2
DNAJB1
ARHGEF1
IGF2BP2
PTCD3
PAICS
UBAP2
MCM6
NFX1
SCAF11
SRP9
PPFIA1
LENG8
SPATA5L1
AP3B1
SMC2
PSMD2
USP14
PRDX1
PCNA
CCNT1
DYNC1H1
CCAR2
EIF2S2
HSPH1
NOL6
ILF3
EXOSC10
DDX27
NAA15
FASN
DHX16
MTA1
SUB1
XRN2
RUVBL2
CSDE1
EIF3D
CBX5
CELF1
VCPIP1
NOL9
PAN3
SERPINB6
ATXN2
PUM1
IGF2BP2
TNKS1BP1
PRRC2A
ZC3HAV1
RNH1
CDC73
RPL27A
PHF3
NUFIP2
FUBP3
TCOF1
TOP1
LARP1
PABPC1
SAFB
MATR3
FXR1
RPS5
POLR2A
REPIN1
LDHB
SERPINB6
EIF4G1
COPG1
FLNA
GIGYF2
PUM1
HELZ
OTUD4
SRPK1
UBAP2L
CEP170
UBAP2
CNOT1
MSH6
COPA
NCAPH
FBL
CDYL
TNKS1BP1
IDH3B
PRRC2A
ZC3HAV1
PIP4K2B
CDC73
PAK1IP1
EPB41L2
POLR1E
RPL6
RPL27A
TOMM22
NACA
AHNAK
PHF3
PDS5A
TCOF1
NCOR1
RPS8
TBL1XR1
RPL11
XPOT
MAP1S
RANBP2
DDX41
RPS3
ANKHD1
FXR1
YTHDF2
NOLC1
AKAP1
MRPS27
NAT10
AUP1
CCT8
SUCLA2
RBM4
MCM4
RPS5
LARP4
ATXN2
SMG7
PRRC2A
YTHDF2
PUM1
MRPS27
IGF2BP2
SECISBP2
PRRC2C
OTUD4
IGF2BP1
LARP4B
FUBP3
ATXN2
PUM1
IGF2BP2
COPA
MAP2K2
RPL6
RPL27A
TOMM22
NUFIP2
FUBP3
RPL28
TOP1
PRRC2C
LARP1
PABPC1
LARP4
FXR1
EIF3I
RPL34
RPS5
POLR2A
REPIN1
SERPINB6
EIF4G1
COPG1
FLNA
ATXN2
RBBP6
SRPK1
UBAP2
CNOT1
MSH6
COPA
RBM27
CDYL
TNKS1BP1
IDH3B
PIP4K2B
CDC73
NCL
EPB41L2
POLR1E
RPL6
RPL27A
PAK1IP1
NACA
AHNAK
PHF3
PDS5A
RPL28
NCOR1
RPS8
TBL1XR1
RPL11
PRRC2C
XPOT
MAP1S
RANBP2
DDX41
ARFGEF1
RPS3
ANKHD1
ABCF1
YTHDF2
NAT10
MRPS27
AUP1
CCT8
SUCLA2
RBM4
EIF3I
RPS5
POLR2A
LDHB
SERPINB6
COPG1
FLNA
PUM1
HELZ
OTUD4
SRPK1
UBAP2
COPA
RBM27
FBL
CDYL
TNKS1BP1
IDH3B
PRRC2A
RNH1
PIP4K2B
NCL
RPL6
NACA
AHNAK
PDS5A
RPL28
NCOR1
RPL11
PRRC2C
XPOT
MAP1S
RANBP2
CCDC137
MRPS27
AUP1
RPS5
LDHB
SERPINB6
EIF4G1
COPG1
PUM1
HELZ
IGF2BP2
OTUD4
RBBP6
SRPK1
UBAP2
MSH6
COPA
RBM27
CDYL
PRRC2A
RNH1
PAK1IP1
RPL6
PDS5A
RPL28
NCOR1
DVL2
PRRC2C
XPOT
MAP1S
RANBP2
SAFB
DDX41
ANKHD1
CCDC137
NAT10
MRPS27
CCT8
SUCLA2
EIF3I
MCM4
RPS5
HNRNPA3
USP10
SUGP2
PUM1
HNRNPA2B1
SAFB2
RPS14
IGF2BP2
SF1
NUMA1
STAU2
PSPC1
ERAL1
RBMX
NONO
RALY
HNRNPU
PTBP1
YTHDC1
STRBP
ADAR
SYNCRIP
PRRC2A
ZC3HAV1
KHDRBS1
CDC73
HNRNPAB
HNRNPC
SFPQ
FAM120A
EIF4ENIF1
MDH1
ELAVL1
PHF3
NUFIP2
HNRNPK
RPL10
FUBP3
PPHLN1
CCAR2
FUBP1
TCOF1
HNRNPA1
HNRNPR
PRPF4
HNRNPA0
U2SURP
ILF3
HNRNPF
UPF1
SERBP1
ZNF326
SAFB
ILF2
MATR3
CRNKL1
FXR1
DDX17
DDOST
HNRNPM
HNRNPH2
SART1
FUS
G3BP1
DAZAP1
RPL3
DHX9
RBM14
HNRNPL
HSDL2
EIF4G1
USP10
PUM1
POLDIP3
PPP1R10
NUMA1
OTUD4
TOE1
NUP153
SLC3A2
PTBP1
ADAR
PRRC2A
UBE2M
ZMYM4
SYNCRIP
ZC3HAV1
NACA
KPNA3
MDH2
RBM33
PDS5A
KIF5B
CHAMP1
SLIRP
SART3
KDM3B
RANBP2
NUP214
SMCHD1
ANKHD1
CAPZB
CAPZA1
IRS2
PRMT5
CAPZA2
SNRPD3
TARDBP
TPX2
MAP1B
PSME3
RTN4
CNOT1
DDX1
SNRNP200
VDAC1
FAM120A
EIF4ENIF1
MDH1
PHF3
AHNAK
DIDO1
TCOF1
PRDX6
NSUN4
PAXBP1
U2SURP
RPRD2
RPL9
FARSA
ILF2
ELOVL5
XRN1
HDLBP
AKAP1
ZC3H4
HSPD1
PCBP1
SCAF8
HNRNPL
CLP1
ABCD3
SSH1
SRP72
SAFB2
GTF2F1
TBC1D10B
JMJD1C
STAU2
UBAP2L
RALY
PGD
EP400
CTTN
NCAPH
TRMT1L
SF3B1
ZFR
PLRG1
PCF11
CDKN2AIP
CDC73
SARNP
ZNF318
ESD
RPL10
DKC1
EFTUD2
FUBP1
NCOR1
SAE1
HNRNPR
ARF4
RAN
STRAP
HNRNPA0
ZCCHC8
MRPS22
NCOR2
CPSF2
FXR1
ZC3H11A
DDOST
ZNF638
SMC1A
RBM4
SF3A3
AHCTF1
RAB29
DHX9
INTS12
TANC2
SUGP2
RBM39
DNAJB1
IPO8
GTF2I
CTNND1
UBAP2
QKI
ERLIN2
PSMA6
HNRNPU
CDYL
NUDC
YTHDC1
WBP11
POLR2E
CCNT1
CCAR2
HSPA8
RPA1
RBM26
EXOSC10
DOCK7
CRNKL1
ZC3H14
XRN2
YTHDF2
EDC4
LRSAM1
ENO1
FLOT1
CELF1
RHOG
MTDH
TRIM28
SMG7
USP10
PUM1
IGF2BP2
IPO8
AGO2
OTUD4
STAU2
IGF2BP1
BYSL
PRRC2A
KHDRBS1
PRMT5
FAM120A
EIF4ENIF1
FUBP3
HNRNPR
MEX3A
PRRC2C
TAF15
UPF1
MRPS22
YTHDF2
CSDE1
PRRC2B
HNRNPA3
PUM1
IGF2BP2
PSMC3
STAU2
RAVER1
PSPC1
PSME3
RBMX
NONO
RALY
PGD
HNRNPU
STRBP
ADAR
SYNCRIP
DDX1
HNRNPAB
HNRNPC
SFPQ
FAM120A
EIF4ENIF1
EWSR1
ELAVL1
NUFIP2
HNRNPK
RPL10
FUBP3
CCAR2
FUBP1
HNRNPA1
HNRNPR
HNRNPA0
PRRC2C
RBM17
U2SURP
ILF3
HNRNPF
UPF1
ZNF326
ILF2
ELOVL5
FXR1
XRN2
G3BP1
RBM10
DAZAP1
DHX9
RBM14
HNRNPL
HSDL2
EIF4G1
USP10
POLDIP3
NUMA1
TOE1
NUP153
SLC3A2
RBM27
ADAR
SYNCRIP
UBE2M
ZMYM4
NACA
KPNA3
RBM33
PDS5A
KIF5B
CHAMP1
GTPBP1
PRRC2C
SART3
KDM3B
RANBP2
KHSRP
SMCHD1
ANKHD1
CAPZB
CAPZA1
IRS2
DAZAP1
CAPZA2
TARDBP
TPX2
MAP1B
PSME3
RTN4
CNOT1
DDX1
VDAC1
FAM120A
EIF4ENIF1
PHF3
AHNAK
PRDX6
U2SURP
RPRD2
RPL9
FARSA
ILF2
ELOVL5
XRN1
HDLBP
ZC3H4
HSPD1
PCBP1
SCAF8
CLP1
SSH1
SRP72
SAFB2
TBC1D10B
STAU2
EP400
SF3B1
CTTN
TRMT1L
ZFR
PLRG1
PCF11
CDKN2AIP
CDC73
NCL
SARNP
ZNF318
ESD
RPL10
TAGLN2
DKC1
NCOR1
SAE1
HNRNPR
STRAP
HNRNPA0
ZCCHC8
MRPS22
ARFGEF1
ZC3H11A
DDOST
ZNF638
SMC1A
RBM4
SF3A3
DHX9
MAP4
SUGP2
RBM39
DNAJB1
IPO8
PSMC3
GTF2I
UBAP2
PSMA6
HNRNPU
CDYL
NUDC
YTHDC1
CCNT1
CCAR2
PRPF4
HSPA8
RBM26
ILF3
EXOSC10
ZC3H14
XRN2
YTHDF2
EDC4
CSDE1
LRSAM1
CELF1
RHOG
MTDH
TRIM28
PUM1
POLDIP3
OTUD4
NUP153
SLC3A2
PTBP1
RBM27
PRRC2A
SYNCRIP
HNRNPC
NACA
RBM33
PDS5A
KIF5B
CHAMP1
PRRC2C
RANBP2
ZNF326
CAPZB
QPRT
CAPZA1
IRS2
CAPZA2
TARDBP
TPX2
SLU7
DDX1
AHNAK
PRDX6
PAXBP1
U2SURP
RPL9
ILF2
ELOVL5
XRN1
PCBP1
CLP1
SAFB2
TBC1D10B
JMJD1C
DDX24
EP400
SF3B1
CTTN
TRMT1L
PCF11
CDKN2AIP
NCL
SARNP
ESD
TAGLN2
NCOR1
SAE1
HNRNPR
HNRNPA0
ZCCHC8
ZC3H11A
DDOST
ZNF638
DHX9
INTS12
TANC2
MAP4
RBM39
IPO8
CTNND1
UBAP2
PSMA6
CDYL
YTHDC1
STRBP
BUD13
RBM26
EXOSC10
DOCK7
CELF1
RHOG
SNRNP200
ARL6IP4
TRIM28
HSDL2
EIF4G1
PUM1
POLDIP3
OTUD4
RBMX
SLC3A2
PTBP1
RBM27
PRRC2A
UBE2M
SYNCRIP
HNRNPC
MDH2
RBM33
RPL5
PDS5A
KIF5B
CHAMP1
GTPBP1
PRRC2C
SART3
RANBP2
ZNF326
SAFB
KHSRP
ANKHD1
QPRT
IRS2
TARDBP
TPX2
SLU7
PSME3
FAM83H
FAM120A
EIF4ENIF1
MDH1
PRDX6
PAXBP1
KRI1
U2SURP
ILF2
XRN1
HDLBP
PCMT1
HSPD1
PCBP1
SCAF8
SLTM
CLP1
SRP72
SAFB2
TBC1D10B
STAU2
DDX24
RALY
PGD
EP400
TRMT1L
ZFR
PCF11
CDKN2AIP
SARNP
ESD
TAGLN2
TUFM
NCOR1
SAE1
HNRNPR
RAN
ZC3H11A
DDOST
ZNF638
CDK13
MAP4
SUGP2
DNAJB1
IGF2BP2
IPO8
UBAP2
QKI
PSMA6
CDYL
YTHDC1
SCAF11
USP14
CCNT1
CCAR2
DVL2
NOL6
RPA1
RBM26
ILF3
EXOSC10
XRN2
CSDE1
LRSAM1
CELF1
RHOG
MEPCE
ARL6IP4
HNRNPA3
EIF4E
PKP2
SUGP2
PUM1
CSNK2A2
PQBP1
SAFB2
HNRNPA2B1
IGF2BP2
NUMA1
SF1
STAU2
GOT2
EIF3E
HSPA9
PSPC1
HNRNPD
NONO
PTBP1
SYNCRIP
PRRC2A
ZC3HAV1
CYB5R3
SFPQ
FAM120A
EIF5B
ELAVL1
PHF3
NUFIP2
HNRNPK
RPL10
RPS18
PPHLN1
FUBP3
LSM4
FUBP1
CCAR2
LRRC47
RPS2
U2SURP
LARP1
HNRNPF
SERBP1
ZNF326
SAFB
MATR3
UQCRC1
FXR1
NUP88
RPS17
SART1
G3BP1
RPL3
DHX9
RBM14
HNRNPL
NCAPG2
EIF4G1
ACAT1
PUM1
POLDIP3
PPP1R10
RICTOR
ACTL6A
NUMA1
OTUD4
LARP7
EIF3E
YTHDC2
CLK2
NUP153
MSH6
PTBP1
PRRC2A
SYNCRIP
ZC3HAV1
CRYBG3
FLII
PRKDC
KPNA3
RPN1
RBM33
ARCN1
ARHGEF12
TRIM28
RPS2
SMC4
CTSB
PSMA4
NUP214
RANBP2
VAT1
PKM
LMNB2
ANKHD1
CLIC1
PEX11B
PDIA3
MACF1
CCT8
CLPX
SMN1
RAB1A
SETX
TRIP4
TARDBP
BAG6
PHGDH
SMARCA4
CSNK2A2
AQR
RPL14
PTPN11
NDUFA9
MAP1B
CHD4
RFC5
TRAP1
EHMT2
RPL18A
CNOT1
DDX20
SNRNP200
PIP4K2B
EIF4A3
EPB41L2
FAM120A
CCT4
PTPN23
PHF3
AHNAK
BRD7
GEMIN2
DIS3
MRTO4
GEMIN4
RHOT2
NSUN4
U2SURP
RPRD2
PHB2
ACLY
THOC2
UFL1
SRP68
ELOVL5
XRN1
PIK3C2A
OLA1
HDLBP
ZC3H4
HSPD1
DLST
ALYREF
ADSL
LRRC47
HNRNPL
CLP1
FLNA
SSH1
YARS2
SRP72
MYO19
DRG1
SAFB2
XRCC6
PQBP1
OFD1
TJP1
WDR55
RPL7L1
STAU2
UBAP2L
EPB41
TRIM25
PFKP
MDC1
COPA
CTTN
MTA2
SF3B1
PDHB
PCNT
DYRK1A
PCF11
CDKN2AIP
ASCC3
SARNP
POLR1E
KIFC1
ZNF318
CCT7
LRRC59
FKBP8
RPL10
DKC1
MTHFD1
SMARCA5
TUBA1C
TJP2
FUBP1
MTOR
AP3S1
GNAS
ZCCHC8
TXNDC17
SLC25A11
AP2B1
CSPP1
NOC2L
SPTBN1
CEBPZ
SNRPA1
CPSF2
FXR1
ZC3H11A
CDK9
ATP6V1H
POLR2B
ZNF638
LUZP1
EXOSC8
PDIA6
SUCLA2
GTF3C3
FARSB
AHCTF1
GOT2
DHX9
PRPF3
DHCR7
POLRMT
GIGYF2
TANC2
SUGP2
PELO
LMF2
L3MBTL2
DECR1
ANO10
UBAP2
KPNB1
TTK
ALDH18A1
CYB5R3
SMC2
EIF5B
MTCH2
STAG2
DYNC1H1
CCAR2
STRN
COIL
SDAD1
RPS8
HSPA8
PSMA3
FASN
PPA1
ZC3H14
MDN1
EEF2
NUP88
YTHDF2
NAT10
DPYSL2
EDC4
MYO18A
IDH2
MTDH
NNT
DDX21
SEC16A
SMG7
PUM1
IGF2BP2
AGO2
OTUD4
STAU2
IGF2BP1
YTHDF3
DDX20
PRRC2A
ASCC3
FAM120A
R3HDM1
FUBP3
PRMT1
GEMIN4
SECISBP2
PRRC2C
TAF15
LARP1B
TDRD3
YTHDF2
CSDE1
PRRC2B
SMN1
HNRNPA3
EIF4E
PKP2
PUM1
CSNK2A2
IGF2BP2
RFC5
STAU2
HSPA9
PSPC1
CLK2
HNRNPD
NONO
COPA
TUBB4B
SYNCRIP
FLII
SFPQ
FAM120A
EWSR1
ELAVL1
NUFIP2
HNRNPK
RPL10
RPS18
FUBP3
CCAR2
FUBP1
RPL28
RPS2
PRRC2C
SMC4
U2SURP
LARP1
HNRNPF
ZNF326
MYO1D
UQCRC1
ELOVL5
SSB
FXR1
RPS17
PRKAR2A
G3BP1
RBM10
GOT2
DHX9
EIF3I
RBM14
HNRNPL
EIF4G1
ACAT1
POLDIP3
RICTOR
ACTL6A
NUMA1
YTHDC2
NUP153
HNRNPD
MSH6
RBM27
EIF3I
SYNCRIP
CRYBG3
FLII
PRKDC
KPNA3
RPN1
RBM33
TRIM28
ARHGEF12
RPS2
PRRC2C
SMC4
CTSB
PSMA4
RANBP2
KHSRP
PKM
ABCF1
ANKHD1
CLIC1
MACF1
CCT8
CLPX
SMN1
RAB1A
SETX
TARDBP
PHGDH
SMARCA4
CSNK2A2
RPL14
CHD4
MAP1B
RPL18A
CNOT1
DDX20
PIP4K2B
EPB41L2
FAM120A
CCT4
PTPN23
PHF3
AHNAK
RPL28
GEMIN2
DIS3
GEMIN4
RHOT2
U2SURP
RPRD2
PHB2
ACLY
THOC2
UFL1
ELOVL5
XRN1
HDLBP
ZC3H4
HSPD1
DLST
ALYREF
LRRC47
CLP1
FLNA
SSH1
SRP72
DRG1
MYO19
DNTTIP2
SAFB2
OFD1
TJP1
WDR55
STAU2
EPB41
TRIM25
MDC1
COPA
CTTN
MTA2
SF3B1
PCNT
PCF11
CDKN2AIP
POLR1E
SARNP
KIFC1
ZNF318
LRRC59
FKBP8
RPL10
TAGLN2
DKC1
MTHFD1
TUBA1C
TJP2
